,advanced education,non advanced education
16922,high<=50K,
16923,,low<=50K
16924,high>50K,
16925,high<=50K,
16926,high>50K,
16927,,low<=50K
16928,,low>50K
16929,,low<=50K
16930,,low<=50K
16931,,low>50K
16932,,low<=50K
16933,high<=50K,
16934,high<=50K,
16935,,low>50K
16936,,low<=50K
16937,,low<=50K
16938,,low<=50K
16939,,low>50K
16940,high<=50K,
16941,high<=50K,
16942,,low<=50K
16943,,low<=50K
16944,,low<=50K
16945,,low<=50K
16946,,low<=50K
16947,,low<=50K
16948,,low<=50K
16949,,low<=50K
16950,,low<=50K
16951,high>50K,
16952,,low>50K
16953,,low<=50K
16954,,low>50K
16955,,low<=50K
16956,,low<=50K
16957,,low<=50K
16958,high<=50K,
16959,,low<=50K
16960,,low>50K
16961,,low<=50K
16962,,low<=50K
16963,high>50K,
16964,,low<=50K
16965,,low<=50K
16966,,low<=50K
16967,,low<=50K
16968,,low>50K
16969,,low<=50K
16970,high>50K,
16971,,low<=50K
16972,high>50K,
16973,high<=50K,
16974,high<=50K,
16975,,low>50K
16976,,low<=50K
16977,,low>50K
16978,,low>50K
16979,,low<=50K
16980,,low<=50K
16981,,low>50K
16982,,low<=50K
16983,,low<=50K
16984,,low<=50K
16985,,low>50K
16986,,low<=50K
16987,,low<=50K
16988,,low<=50K
16989,high>50K,
16990,,low<=50K
16991,,low<=50K
16992,,low<=50K
16993,,low<=50K
16994,,low<=50K
16995,high>50K,
16996,,low<=50K
16997,,low>50K
16998,,low>50K
16999,high<=50K,
17000,,low<=50K
17001,,low<=50K
17002,high<=50K,
17003,,low<=50K
17004,,low<=50K
17005,high>50K,
17006,,low<=50K
17007,,low<=50K
17008,,low<=50K
17009,,low>50K
17010,,low>50K
17011,,low<=50K
17012,,low>50K
17013,,low<=50K
17014,,low<=50K
17015,,low<=50K
17016,,low<=50K
17017,,low<=50K
17018,,low<=50K
17019,,low<=50K
17020,,low<=50K
17021,,low<=50K
17022,,low<=50K
17023,,low>50K
17024,,low<=50K
17025,,low<=50K
17026,,low>50K
17027,,low<=50K
17028,,low<=50K
17029,,low<=50K
17030,,low<=50K
17031,,low<=50K
17032,,low<=50K
17033,,low<=50K
17034,,low>50K
17035,,low<=50K
17036,high<=50K,
17037,high<=50K,
17038,high<=50K,
17039,,low<=50K
17040,,low<=50K
17041,high<=50K,
17042,,low>50K
17043,,low>50K
17044,,low<=50K
17045,,low>50K
17046,high>50K,
17047,,low<=50K
17048,,low<=50K
17049,,low>50K
17050,,low<=50K
17051,high>50K,
17052,,low<=50K
17053,,low>50K
17054,,low>50K
17055,high<=50K,
17056,,low<=50K
17057,,low<=50K
17058,,low<=50K
17059,,low<=50K
17060,,low<=50K
17061,,low<=50K
17062,,low<=50K
17063,high<=50K,
17064,,low<=50K
17065,high<=50K,
17066,high<=50K,
17067,high<=50K,
17068,,low<=50K
17069,,low<=50K
17070,,low<=50K
17071,,low<=50K
17072,,low<=50K
17073,,low<=50K
17074,,low>50K
17075,high<=50K,
17076,,low<=50K
17077,,low<=50K
17078,high<=50K,
17079,,low>50K
17080,high<=50K,
17081,,low>50K
17082,,low<=50K
17083,high>50K,
17084,,low<=50K
17085,high<=50K,
17086,,low<=50K
17087,,low<=50K
17088,,low<=50K
17089,high<=50K,
17090,,low<=50K
17091,high>50K,
17092,,low<=50K
17093,,low>50K
17094,,low<=50K
17095,,low<=50K
17096,,low<=50K
17097,,low<=50K
17098,,low<=50K
17099,,low<=50K
17100,,low<=50K
17101,high<=50K,
17102,,low>50K
17103,,low>50K
17104,,low<=50K
17105,,low>50K
17106,,low<=50K
17107,,low<=50K
17108,,low<=50K
17109,,low<=50K
17110,,low<=50K
17111,,low<=50K
17112,,low<=50K
17113,high>50K,
17114,,low<=50K
17115,,low<=50K
17116,,low<=50K
17117,,low<=50K
17118,,low<=50K
17119,,low<=50K
17120,,low<=50K
17121,,low<=50K
17122,,low>50K
17123,,low>50K
17124,,low<=50K
17125,,low<=50K
17126,,low<=50K
17127,,low<=50K
17128,high<=50K,
17129,,low<=50K
17130,,low<=50K
17131,high>50K,
17132,high>50K,
17133,,low<=50K
17134,,low<=50K
17135,,low<=50K
17136,high>50K,
17137,,low<=50K
17138,,low<=50K
17139,,low<=50K
17140,high<=50K,
17141,high<=50K,
17142,,low>50K
17143,,low<=50K
17144,,low<=50K
17145,,low<=50K
17146,,low>50K
17147,high<=50K,
17148,high<=50K,
17149,,low>50K
17150,,low<=50K
17151,,low>50K
17152,high>50K,
17153,,low<=50K
17154,,low>50K
17155,,low<=50K
17156,high<=50K,
17157,high>50K,
17158,,low<=50K
17159,,low>50K
17160,,low<=50K
17161,,low<=50K
17162,high>50K,
17163,,low<=50K
17164,,low<=50K
17165,,low<=50K
17166,,low>50K
17167,,low<=50K
17168,,low<=50K
17169,,low>50K
17170,high<=50K,
17171,,low>50K
17172,,low<=50K
17173,high>50K,
17174,,low<=50K
17175,high>50K,
17176,,low>50K
17177,,low<=50K
17178,,low<=50K
17179,,low>50K
17180,,low<=50K
17181,high<=50K,
17182,,low<=50K
17183,,low<=50K
17184,high<=50K,
17185,,low<=50K
17186,,low<=50K
17187,,low<=50K
17188,,low<=50K
17189,,low>50K
17190,,low<=50K
17191,,low<=50K
17192,,low<=50K
17193,,low<=50K
17194,,low<=50K
17195,high<=50K,
17196,,low>50K
17197,,low<=50K
17198,high<=50K,
17199,,low<=50K
17200,,low<=50K
17201,,low>50K
17202,,low<=50K
17203,,low>50K
17204,,low<=50K
17205,,low<=50K
17206,high<=50K,
17207,,low<=50K
17208,high<=50K,
17209,,low>50K
17210,,low<=50K
17211,,low<=50K
17212,,low>50K
17213,,low<=50K
17214,,low<=50K
17215,high<=50K,
17216,high<=50K,
17217,,low<=50K
17218,,low<=50K
17219,,low<=50K
17220,high<=50K,
17221,high<=50K,
17222,high>50K,
17223,,low<=50K
17224,high<=50K,
17225,,low>50K
17226,,low<=50K
17227,,low<=50K
17228,,low<=50K
17229,,low<=50K
17230,high<=50K,
17231,,low>50K
17232,,low<=50K
17233,,low<=50K
17234,,low<=50K
17235,,low<=50K
17236,,low<=50K
17237,,low<=50K
17238,,low<=50K
17239,,low<=50K
17240,,low<=50K
17241,,low<=50K
17242,high<=50K,
17243,,low<=50K
17244,,low<=50K
17245,,low<=50K
17246,,low<=50K
17247,,low<=50K
17248,,low<=50K
17249,,low<=50K
17250,,low<=50K
17251,high>50K,
17252,high<=50K,
17253,,low<=50K
17254,,low<=50K
17255,,low<=50K
17256,,low<=50K
17257,,low<=50K
17258,,low<=50K
17259,,low<=50K
17260,,low<=50K
17261,high>50K,
17262,high<=50K,
17263,,low<=50K
17264,,low<=50K
17265,,low>50K
17266,,low>50K
17267,high>50K,
17268,high<=50K,
17269,,low<=50K
17270,,low<=50K
17271,,low<=50K
17272,,low<=50K
17273,,low<=50K
17274,,low<=50K
17275,,low<=50K
17276,,low<=50K
17277,,low<=50K
17278,,low<=50K
17279,,low<=50K
17280,,low<=50K
17281,,low<=50K
17282,,low<=50K
17283,,low<=50K
17284,,low>50K
17285,,low<=50K
17286,,low<=50K
17287,,low<=50K
17288,,low<=50K
17289,,low<=50K
17290,,low<=50K
17291,,low<=50K
17292,,low<=50K
17293,,low<=50K
17294,,low<=50K
17295,high>50K,
17296,,low<=50K
17297,,low<=50K
17298,high>50K,
17299,,low<=50K
17300,,low>50K
17301,,low<=50K
17302,,low<=50K
17303,high>50K,
17304,,low<=50K
17305,,low<=50K
17306,,low<=50K
17307,,low<=50K
17308,high<=50K,
17309,,low<=50K
17310,,low<=50K
17311,,low>50K
17312,,low>50K
17313,,low>50K
17314,high>50K,
17315,,low<=50K
17316,,low<=50K
17317,,low<=50K
17318,high<=50K,
17319,,low<=50K
17320,high<=50K,
17321,high>50K,
17322,,low<=50K
17323,,low<=50K
17324,,low<=50K
17325,,low<=50K
17326,,low<=50K
17327,,low<=50K
17328,,low<=50K
17329,,low<=50K
17330,high<=50K,
17331,,low<=50K
17332,,low>50K
17333,,low<=50K
17334,,low<=50K
17335,,low<=50K
17336,,low<=50K
17337,high>50K,
17338,high>50K,
17339,,low<=50K
17340,,low<=50K
17341,,low<=50K
17342,high<=50K,
17343,,low<=50K
17344,high<=50K,
17345,high>50K,
17346,,low<=50K
17347,,low<=50K
17348,,low<=50K
17349,high<=50K,
17350,,low<=50K
17351,,low<=50K
17352,,low<=50K
17353,,low>50K
17354,high<=50K,
17355,,low<=50K
17356,,low>50K
17357,,low<=50K
17358,,low>50K
17359,,low<=50K
17360,high<=50K,
17361,,low<=50K
17362,,low<=50K
17363,,low>50K
17364,high>50K,
17365,,low<=50K
17366,,low<=50K
17367,,low>50K
17368,,low>50K
17369,high<=50K,
17370,,low<=50K
17371,,low<=50K
17372,,low>50K
17373,,low>50K
17374,,low<=50K
17375,,low>50K
17376,,low<=50K
17377,,low>50K
17378,high>50K,
17379,,low<=50K
17380,,low>50K
17381,,low<=50K
17382,,low<=50K
17383,,low>50K
17384,,low>50K
17385,,low<=50K
17386,,low<=50K
17387,high<=50K,
17388,high<=50K,
17389,,low<=50K
17390,high<=50K,
17391,,low<=50K
17392,,low>50K
17393,,low<=50K
17394,,low>50K
17395,,low>50K
17396,high<=50K,
17397,high>50K,
17398,,low>50K
17399,,low>50K
17400,,low<=50K
17401,,low<=50K
17402,,low<=50K
17403,,low<=50K
17404,,low<=50K
17405,,low>50K
17406,,low<=50K
17407,high<=50K,
17408,high>50K,
17409,,low>50K
17410,,low<=50K
17411,,low>50K
17412,,low<=50K
17413,,low<=50K
17414,,low>50K
17415,,low<=50K
17416,,low<=50K
17417,,low>50K
17418,high>50K,
17419,,low<=50K
17420,,low<=50K
17421,,low<=50K
17422,,low>50K
17423,,low>50K
17424,,low<=50K
17425,high<=50K,
17426,,low<=50K
17427,high<=50K,
17428,,low<=50K
17429,high>50K,
17430,,low<=50K
17431,,low<=50K
17432,,low<=50K
17433,,low<=50K
17434,high>50K,
17435,,low>50K
17436,,low>50K
17437,,low<=50K
17438,,low<=50K
17439,,low<=50K
17440,,low<=50K
17441,,low<=50K
17442,,low<=50K
17443,,low<=50K
17444,high>50K,
17445,,low<=50K
17446,,low<=50K
17447,,low<=50K
17448,,low<=50K
17449,high<=50K,
17450,,low<=50K
17451,high<=50K,
17452,,low<=50K
17453,,low>50K
17454,high<=50K,
17455,high<=50K,
17456,,low<=50K
17457,high<=50K,
17458,,low<=50K
17459,high>50K,
17460,,low<=50K
17461,high>50K,
17462,,low<=50K
17463,high<=50K,
17464,,low<=50K
17465,,low<=50K
17466,high<=50K,
17467,,low<=50K
17468,high>50K,
17469,high>50K,
17470,,low<=50K
17471,,low>50K
17472,,low>50K
17473,,low<=50K
17474,,low<=50K
17475,high>50K,
17476,,low>50K
17477,,low<=50K
17478,,low<=50K
17479,,low<=50K
17480,,low<=50K
17481,,low<=50K
17482,,low<=50K
17483,high>50K,
17484,,low<=50K
17485,,low<=50K
17486,high<=50K,
17487,,low<=50K
17488,,low<=50K
17489,,low<=50K
17490,,low<=50K
17491,high>50K,
17492,,low>50K
17493,,low<=50K
17494,,low>50K
17495,,low<=50K
17496,high>50K,
17497,,low>50K
17498,high>50K,
17499,,low<=50K
17500,,low>50K
17501,,low<=50K
17502,,low<=50K
17503,,low<=50K
17504,high<=50K,
17505,high>50K,
17506,,low<=50K
17507,high<=50K,
17508,,low<=50K
17509,high<=50K,
17510,,low<=50K
17511,,low<=50K
17512,,low<=50K
17513,,low<=50K
17514,,low<=50K
17515,,low<=50K
17516,high<=50K,
17517,,low<=50K
17518,,low<=50K
17519,,low<=50K
17520,high<=50K,
17521,,low<=50K
17522,,low<=50K
17523,,low<=50K
17524,,low<=50K
17525,,low<=50K
17526,,low>50K
17527,,low<=50K
17528,,low<=50K
17529,high<=50K,
17530,,low<=50K
17531,,low<=50K
17532,high>50K,
17533,,low>50K
17534,,low<=50K
17535,,low<=50K
17536,,low>50K
17537,,low<=50K
17538,,low>50K
17539,high<=50K,
17540,,low<=50K
17541,high>50K,
17542,,low<=50K
17543,,low>50K
17544,,low<=50K
17545,,low<=50K
17546,,low<=50K
17547,high>50K,
17548,high<=50K,
17549,,low<=50K
17550,high<=50K,
17551,high>50K,
17552,,low<=50K
17553,,low<=50K
17554,,low<=50K
17555,,low<=50K
17556,,low<=50K
17557,,low<=50K
17558,,low<=50K
17559,high<=50K,
17560,,low<=50K
17561,,low<=50K
17562,,low<=50K
17563,,low<=50K
17564,,low<=50K
17565,,low<=50K
17566,,low>50K
17567,,low<=50K
17568,,low<=50K
17569,high<=50K,
17570,,low<=50K
17571,,low<=50K
17572,,low<=50K
17573,,low<=50K
17574,,low<=50K
17575,,low<=50K
17576,,low<=50K
17577,,low>50K
17578,,low<=50K
17579,,low<=50K
17580,,low<=50K
17581,,low>50K
17582,,low>50K
17583,,low<=50K
17584,,low<=50K
17585,,low<=50K
17586,,low<=50K
17587,,low<=50K
17588,,low<=50K
17589,,low<=50K
17590,,low<=50K
17591,,low>50K
17592,,low<=50K
17593,,low<=50K
17594,,low<=50K
17595,,low<=50K
17596,,low<=50K
17597,,low<=50K
17598,,low<=50K
17599,,low>50K
17600,,low<=50K
17601,,low<=50K
17602,high>50K,
17603,,low<=50K
17604,,low<=50K
17605,,low<=50K
17606,,low<=50K
17607,high<=50K,
17608,,low<=50K
17609,,low<=50K
17610,,low<=50K
17611,,low<=50K
17612,high>50K,
17613,,low<=50K
17614,high>50K,
17615,,low<=50K
17616,,low<=50K
17617,,low<=50K
17618,,low<=50K
17619,,low<=50K
17620,,low<=50K
17621,,low<=50K
17622,high<=50K,
17623,,low<=50K
17624,,low>50K
17625,,low<=50K
17626,high<=50K,
17627,high<=50K,
17628,,low<=50K
17629,,low<=50K
17630,,low<=50K
17631,,low<=50K
17632,,low<=50K
17633,,low<=50K
17634,,low<=50K
17635,,low<=50K
17636,,low<=50K
17637,,low>50K
17638,high<=50K,
17639,,low<=50K
17640,high<=50K,
17641,,low<=50K
17642,high>50K,
17643,,low<=50K
17644,,low<=50K
17645,,low<=50K
17646,,low<=50K
17647,,low<=50K
17648,high>50K,
17649,,low<=50K
17650,,low<=50K
17651,,low<=50K
17652,,low<=50K
17653,high>50K,
17654,,low<=50K
17655,high<=50K,
17656,,low<=50K
17657,,low>50K
17658,,low<=50K
17659,,low>50K
17660,,low<=50K
17661,,low<=50K
17662,high>50K,
17663,,low<=50K
17664,,low<=50K
17665,,low<=50K
17666,,low<=50K
17667,,low<=50K
17668,high>50K,
17669,,low<=50K
17670,,low<=50K
17671,,low<=50K
17672,,low<=50K
17673,,low>50K
17674,,low<=50K
17675,,low<=50K
17676,,low<=50K
17677,,low<=50K
17678,,low<=50K
17679,high>50K,
17680,,low<=50K
17681,,low<=50K
17682,,low<=50K
17683,,low<=50K
17684,,low<=50K
17685,,low<=50K
17686,,low<=50K
17687,,low<=50K
17688,,low<=50K
17689,,low<=50K
17690,,low<=50K
17691,,low<=50K
17692,,low<=50K
17693,,low<=50K
17694,,low<=50K
17695,,low<=50K
17696,,low<=50K
17697,high>50K,
17698,,low<=50K
17699,high>50K,
17700,,low>50K
17701,,low<=50K
17702,,low>50K
17703,high>50K,
17704,high<=50K,
17705,high<=50K,
17706,,low<=50K
17707,,low<=50K
17708,high<=50K,
17709,high<=50K,
17710,high<=50K,
17711,high>50K,
17712,,low<=50K
17713,,low<=50K
17714,,low<=50K
17715,,low<=50K
17716,,low<=50K
17717,,low>50K
17718,,low<=50K
17719,high>50K,
17720,,low<=50K
17721,high<=50K,
17722,,low<=50K
17723,,low<=50K
17724,,low<=50K
17725,,low<=50K
17726,,low<=50K
17727,,low>50K
17728,,low>50K
17729,high>50K,
17730,,low<=50K
17731,,low<=50K
17732,,low<=50K
17733,,low<=50K
17734,high<=50K,
17735,,low<=50K
17736,,low<=50K
17737,,low>50K
17738,high>50K,
17739,,low<=50K
17740,,low>50K
17741,high<=50K,
17742,,low<=50K
17743,,low<=50K
17744,,low>50K
17745,,low<=50K
17746,,low<=50K
17747,,low<=50K
17748,,low<=50K
17749,high<=50K,
17750,,low<=50K
17751,,low<=50K
17752,,low<=50K
17753,,low<=50K
17754,high>50K,
17755,,low<=50K
17756,,low<=50K
17757,,low>50K
17758,,low<=50K
17759,high<=50K,
17760,,low<=50K
17761,,low<=50K
17762,high<=50K,
17763,high>50K,
17764,,low<=50K
17765,,low>50K
17766,,low<=50K
17767,,low<=50K
17768,,low<=50K
17769,,low<=50K
17770,,low<=50K
17771,,low<=50K
17772,high>50K,
17773,high<=50K,
17774,,low>50K
17775,,low<=50K
17776,,low<=50K
17777,,low<=50K
17778,,low<=50K
17779,,low>50K
17780,,low<=50K
17781,,low<=50K
17782,,low<=50K
17783,,low>50K
17784,high>50K,
17785,,low<=50K
17786,,low<=50K
17787,,low<=50K
17788,high>50K,
17789,high>50K,
17790,high>50K,
17791,,low>50K
17792,high<=50K,
17793,,low<=50K
17794,,low<=50K
17795,,low<=50K
17796,,low<=50K
17797,,low<=50K
17798,high>50K,
17799,,low>50K
17800,,low<=50K
17801,,low<=50K
17802,,low>50K
17803,,low>50K
17804,high>50K,
17805,,low>50K
17806,high<=50K,
17807,,low<=50K
17808,,low<=50K
17809,high<=50K,
17810,,low<=50K
17811,,low<=50K
17812,,low<=50K
17813,high>50K,
17814,,low<=50K
17815,,low<=50K
17816,,low<=50K
17817,,low>50K
17818,,low<=50K
17819,,low<=50K
17820,,low<=50K
17821,high<=50K,
17822,,low>50K
17823,,low<=50K
17824,,low<=50K
17825,,low<=50K
17826,,low<=50K
17827,,low<=50K
17828,,low<=50K
17829,,low<=50K
17830,high>50K,
17831,,low<=50K
17832,,low<=50K
17833,high<=50K,
17834,,low<=50K
17835,,low<=50K
17836,,low<=50K
17837,,low<=50K
17838,,low<=50K
17839,,low<=50K
17840,,low<=50K
17841,,low<=50K
17842,high<=50K,
17843,,low<=50K
17844,,low<=50K
17845,high>50K,
17846,,low<=50K
17847,,low<=50K
17848,,low<=50K
17849,,low<=50K
17850,,low>50K
17851,high>50K,
17852,,low<=50K
17853,high>50K,
17854,,low<=50K
17855,,low<=50K
17856,high<=50K,
17857,high<=50K,
17858,,low<=50K
17859,high<=50K,
17860,high<=50K,
17861,,low<=50K
17862,,low<=50K
17863,,low<=50K
17864,,low<=50K
17865,,low<=50K
17866,,low<=50K
17867,high>50K,
17868,,low<=50K
17869,,low>50K
17870,,low>50K
17871,,low<=50K
17872,,low<=50K
17873,,low<=50K
17874,,low<=50K
17875,,low<=50K
17876,,low>50K
17877,,low>50K
17878,,low<=50K
17879,,low<=50K
17880,,low<=50K
17881,high<=50K,
17882,high>50K,
17883,,low>50K
17884,high<=50K,
17885,,low<=50K
17886,high>50K,
17887,,low<=50K
17888,,low<=50K
17889,,low<=50K
17890,,low>50K
17891,,low<=50K
17892,,low<=50K
17893,high>50K,
17894,,low<=50K
17895,,low>50K
17896,high<=50K,
17897,,low<=50K
17898,,low<=50K
17899,,low>50K
17900,,low<=50K
17901,,low<=50K
17902,high<=50K,
17903,high>50K,
17904,,low<=50K
17905,high>50K,
17906,,low<=50K
17907,high<=50K,
17908,high>50K,
17909,,low>50K
17910,high<=50K,
17911,,low<=50K
17912,high>50K,
17913,,low<=50K
17914,high<=50K,
17915,,low>50K
17916,,low>50K
17917,,low<=50K
17918,,low<=50K
17919,,low<=50K
17920,,low<=50K
17921,,low<=50K
17922,,low<=50K
17923,,low>50K
17924,,low<=50K
17925,high>50K,
17926,,low<=50K
17927,high>50K,
17928,,low>50K
17929,,low<=50K
17930,,low>50K
17931,,low<=50K
17932,high>50K,
17933,high>50K,
17934,,low<=50K
17935,,low<=50K
17936,,low<=50K
17937,,low<=50K
17938,,low<=50K
17939,,low<=50K
17940,,low<=50K
17941,,low<=50K
17942,,low<=50K
17943,,low<=50K
17944,,low<=50K
17945,high<=50K,
17946,,low<=50K
17947,,low<=50K
17948,,low<=50K
17949,,low<=50K
17950,,low>50K
17951,high<=50K,
17952,,low<=50K
17953,,low<=50K
17954,,low<=50K
17955,high<=50K,
17956,,low>50K
17957,,low<=50K
17958,,low<=50K
17959,,low<=50K
17960,high<=50K,
17961,,low<=50K
17962,,low<=50K
17963,,low<=50K
17964,,low<=50K
17965,,low<=50K
17966,,low>50K
17967,high<=50K,
17968,,low<=50K
17969,,low>50K
17970,,low>50K
17971,,low<=50K
17972,,low<=50K
17973,,low<=50K
17974,high<=50K,
17975,,low>50K
17976,,low<=50K
17977,,low>50K
17978,,low<=50K
17979,,low>50K
17980,,low<=50K
17981,,low<=50K
17982,high>50K,
17983,,low<=50K
17984,,low<=50K
17985,,low<=50K
17986,,low>50K
17987,high>50K,
17988,,low>50K
17989,,low<=50K
17990,,low<=50K
17991,,low<=50K
17992,,low<=50K
17993,high>50K,
17994,,low<=50K
17995,,low>50K
17996,high>50K,
17997,high<=50K,
17998,,low<=50K
17999,,low<=50K
18000,,low<=50K
18001,high<=50K,
18002,,low<=50K
18003,,low<=50K
18004,,low>50K
18005,,low<=50K
18006,,low<=50K
18007,,low<=50K
18008,,low<=50K
18009,,low<=50K
18010,high<=50K,
18011,,low<=50K
18012,,low<=50K
18013,high<=50K,
18014,high>50K,
18015,,low<=50K
18016,,low<=50K
18017,,low<=50K
18018,,low<=50K
18019,,low<=50K
18020,,low<=50K
18021,,low<=50K
18022,,low<=50K
18023,,low<=50K
18024,,low<=50K
18025,,low<=50K
18026,,low>50K
18027,high<=50K,
18028,,low<=50K
18029,,low<=50K
18030,,low<=50K
18031,,low<=50K
18032,,low<=50K
18033,,low<=50K
18034,,low>50K
18035,high>50K,
18036,high<=50K,
18037,,low<=50K
18038,,low<=50K
18039,,low<=50K
18040,,low>50K
18041,,low<=50K
18042,,low<=50K
18043,,low>50K
18044,,low<=50K
18045,,low<=50K
18046,high<=50K,
18047,high>50K,
18048,,low<=50K
18049,,low<=50K
18050,,low<=50K
18051,,low>50K
18052,,low>50K
18053,,low<=50K
18054,,low<=50K
18055,,low<=50K
18056,,low<=50K
18057,,low<=50K
18058,,low<=50K
18059,high>50K,
18060,,low>50K
18061,high<=50K,
18062,,low<=50K
18063,,low<=50K
18064,,low<=50K
18065,,low<=50K
18066,,low>50K
18067,,low<=50K
18068,,low<=50K
18069,,low<=50K
18070,,low<=50K
18071,high>50K,
18072,high<=50K,
18073,,low<=50K
18074,,low<=50K
18075,,low>50K
18076,,low<=50K
18077,,low<=50K
18078,,low<=50K
18079,,low<=50K
18080,,low<=50K
18081,,low<=50K
18082,,low<=50K
18083,,low<=50K
18084,,low<=50K
18085,,low<=50K
18086,,low<=50K
18087,,low<=50K
18088,high<=50K,
18089,,low<=50K
18090,,low<=50K
18091,high<=50K,
18092,,low<=50K
18093,,low<=50K
18094,,low<=50K
18095,high<=50K,
18096,high<=50K,
18097,,low<=50K
18098,,low<=50K
18099,,low<=50K
18100,,low<=50K
18101,,low<=50K
18102,,low<=50K
18103,,low<=50K
18104,,low<=50K
18105,,low>50K
18106,high<=50K,
18107,,low<=50K
18108,high<=50K,
18109,,low>50K
18110,,low<=50K
18111,,low<=50K
18112,,low<=50K
18113,high>50K,
18114,,low<=50K
18115,high>50K,
18116,,low>50K
18117,,low<=50K
18118,,low<=50K
18119,,low<=50K
18120,,low>50K
18121,high<=50K,
18122,,low<=50K
18123,,low<=50K
18124,high<=50K,
18125,,low<=50K
18126,,low<=50K
18127,high>50K,
18128,,low<=50K
18129,high<=50K,
18130,,low<=50K
18131,,low<=50K
18132,,low<=50K
18133,high>50K,
18134,,low<=50K
18135,high<=50K,
18136,high>50K,
18137,,low>50K
